Name;URL;Location;Country;Industries;Industry Group;Description;Full Description or Description;Dealership;AV terminology;Transport ;Mobility;Status;Triangulation?;Layer_Member;Testing Layer
Connected Wise;www.connected-wise.com;Orlando;United States;Artificial Intelligence (AI), Autonomous Vehicles, Information and Communications Technology (ICT), Information Technology, Intelligent Systems, Machine Learning, Transportation;Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software, Transportation;Connected Wise is a young tech start-up founded by a group of scientists who vision a safer, smarter and sustainable transportation system.;Connected Wise is a young tech start-up founded by a group of scientists who vision a safer, smarter and sustainable transportation system. The company is heavily focused on Artificial Intelligence and BlockChains for Vehicle to Infrastructure (V2I) systems. Their recent work for connected vehicle safety has been awarded by U.S Department of Transportation for Small Business Innovation Research (SBIR) grant.;False;False;False;False;Active;AV;;
Construction Mécanique Automatisme Rivard;www.cmar.fr/welcome.php;Durtal;France;Autonomous Vehicles, Industrial Manufacturing, Manufacturing;Manufacturing, Transportation;CMAR is a manufacturer and distributor of special vehicles dedicated to cleaning and maintenance such as water road sweepers.;CMAR is a manufacturer and distributor of special vehicles dedicated to cleaning and maintenance such as water road sweepers.;False;False;False;False;Active;AV;;
Consumer Guide Automotive;consumerguide.com/;Morton Grove;United States;Automotive, Autonomous Vehicles, Finance;Financial Services, Transportation;Consumer Guide is satisfied with its consensus review process. Consumer Guide staff members review every car, except for new model previews.;Consumer Guide is one of the country's oldest auto-review publications, having been in operation since 1967. They were one of the first car-test organizations to go online in 1995. Consumer Guide is headquartered in Morton Grove, IL, a Chicago suburb that provides a convenient location for sampling the best and worst of nature. The company's parent company is Publications International, Ltd.;False;False;False;False;Active;AV;;
Continental;www.continental.com;Hanover;Germany;Automotive;Commerce and Shopping, Manufacturing, Transportation;Continental develops pioneering technologies and services for sustainable and connected mobility of people and their goods.;Continental AG is an automotive supplier. Continental develops intelligent technologies, products and services for transporting people and their goods.;False;False;False;False;;Orsay;;
Continental Automotive World;continental-automotive.com;Birmingham;United Kingdom;Automotive;Manufacturing, Transportation;Continental Automotive World develops networking and automation equipment for vehicles.;Continental ITS develops networking and automation equipment for vehicles.;False;False;False;False;;Orsay;;
Contour Metalshaping inc;www.contourmetalshaping.com/contact.html;Plainfield;United States;Automotive, Autonomous Vehicles, Manufacturing;Manufacturing, Transportation;Contour Metalshaping is a company that offers speciality fabrication and metal shaping services for vehicle restoration service.;Contour Metalshaping is a company that offers speciality fabrication and metal shaping services for vehicle restoration service.;False;False;False;False;Active;AV;;
ContRoL;control-create.mcmaster.ca/;Hamilton;Canada;Autonomous Vehicles, Mechanical Engineering;Science and Engineering, Transportation;ContRoL focuses on developing a range of vehicles for controlled release.;CREATE ContRoL program is focused on equipping trainees to lead the integrated and accelerated development of next-generation controlled release vehicles across multiple fields via a collaborative, interdisciplinary partnership between universities and industry partners, linked with non-profit organizations.;False;False;False;False;Closed;AV;;
Control Technologies;cttraffic.com;Sanford;United States;Cloud Management;Hardware, Information Technology, Internet Services, Other, Software;Control Technologies is a traffic control solutions company that provides technical support, software, and hardware deployment services.;Control Technologies provides central system software, local system software, cloud-based monitoring system, V2X, connected vehicle software, RSU, OBU radio communication, thermal and optical detection monitoring, connected vehicle, technical support, and trouble shooting services.;False;False;False;False;;CB;;
Cool Amphibious Manufacturers International;www.camillc.com;Bluffton;United States;Autonomous Vehicles, Manufacturing, Transportation;Manufacturing, Transportation;Cool Amphibious Manufacturers International specializes in designing, creating, and manufacturing vehicles.;Cool Amphibious Manufacturers International specializes in designing, creating, and manufacturing vehicles.;False;False;False;False;Active;AV;;
Cornhusker Auto Wash;cornhuskerautowash.com/;Bellevue;United States;Automotive, Autonomous Vehicles, Professional Services;Other, Transportation;Cornhusker Auto Wash is a car service company that offers aquashield, foam polishing, tunnel wash, interior, and prep spray.;Cornhusker Auto Wash is a car service company that offers aquashield, foam polishing, tunnel wash, interior, and prep spray.;False;False;False;False;Active;AV;;
Corvette Connection;www.corvetteconnection.net/;Wisconsin Rapids;United States;Automotive, Autonomous Vehicles;Transportation;Corvette Connection is an automobile company that offers mechanical and body repair, restoration, and second-hand car purchase services.;Corvette Connection is an automobile company that offers mechanical and body repair, restoration, and second-hand car purchase services.;False;False;False;False;Active;AV;;
Coulter Buick GMC Tempe;coultertempe.com;Tempe;United States;Automotive, Autonomous Vehicles, Consulting, Mechanical Engineering, Sales;Professional Services, Sales and Marketing, Science and Engineering, Transportation;Coulter Buick GMC Tempe is a motor vehicle manufacturing firm that offers financing, sale, service, and purchase of new, and used vehicles.;Coulter Buick GMC Tempe is a motor vehicle manufacturing firm that offers financing, sale, service, and purchase of new, and used vehicles.;False;False;False;False;Active;AV;;
CPC MOTORCYCLE CO.;www.cpcmotorcycle.com;Rydal;United States;Autonomous Vehicles;Transportation;CPC Motorcycle offers the professional Harley Davidson Maintenance Service Center Rydal, GA. Call us now;CPC Motorcycle ;False;False;False;False; Harley Davidson Maintenance Service Center Rydal, GA Looking for Harley-Davidson professional dealership services in Georgia? Get in touch with us now and find out more:. Need help with professional servicing of your Harley-Davidson in Georgia? Visit our website to see how we can help you.;AV;;
CR Spotless Water Systems;crspotless.com;El Cajon;United States;Autonomous Vehicles, Commercial, E-Commerce, Shipping;Commerce and Shopping, Other, Transportation;CR Spotless Water Systems is an online seller of car care products and wash accessories.;CR Spotless Water Systems provides products with other de-ionizing systems on the market in terms of production. These products are simply soft water softener, spray ‘n seal, turret wand, cr spotless water systems protective cover, 18′ carbon fiber water fed pole, microfiber towel, bypass assembly, blue filter housing, filter housing wrench, centering ring, and more.;False;False;False;False;Active;AV;;
Cranbrook Cars;cranbrookcars.co.uk;Cranbrook;United Kingdom;Autonomous Vehicles;Transportation;Cranbrook Cars is a small family business that has been repairing cars in Cranbrook.;With our well-established business we take pride in our local reputation which has been gained by recommendations over many years. From a simple job of repairing a light bulb to brake overhauls, suspension replacement, fitting cambelt kits, cylinder heads, renewing clutches, replacing gearboxes or fitting new or secondhand engines.;False;False;False;False;Active;AV;;
CreamTeam;www.creamteam.eu;München;Germany;Automotive, Autonomous Vehicles, Computer, Innovation Management, Software;Consumer Electronics, Hardware, Professional Services, Software, Transportation;CreamTeam GmbH specializes in corporate car sharing software for professional pool vehicle management.;CreamTeam GmbH specializes in corporate car sharing software for professional pool vehicle management.;False;False;False;False;Active;AV;;
Creative Coach Solutions;creativecoachsolutions.com;Atlanta;United States;Autonomous Vehicles, Business Development, Market Research, Marketing, Sales;Data and Analytics, Design, Professional Services, Sales and Marketing, Transportation;Creative Coach Solutions focuses on experiential marketing solutions that offer promotional vehicles for companies for marketing campaigns.;Creative Coach Solutions focuses on experiential marketing solutions that offer promotional vehicles for companies for marketing campaigns.;False;False;False;False;Active;AV;;
CredentialEnvironmental;credenv.com;Newton Aycliffe;United Kingdom;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Credential are the UK's foremost automotive waste specialist and largest integrated tyre collector and reprocessor.;Credential are the UKâ€™s foremost automotive waste specialist and largest integrated tyre collector and reprocessor. They collect and recycle all forms of post consumer waste tyres nationally and can promise an efficient, reliable and fully compliant solution to the tyre recycling requirements.;False;False;False;False;Active;AV;;
Crespi;www.crespivolkswagen.it/;Varese;Italy;Auto Insurance, Automotive, Autonomous Vehicles, Rental, Sales;Commerce and Shopping, Financial Services, Sales and Marketing, Transportation;Crespi is an automotive company that provides new car sales, used vehicles, rental, insurance, repair, and e-commerce services.;Crespi is an automotive company that provides new car sales, used vehicles, rental, insurance, repair, and e-commerce services.;False;False;False;False;Active;AV;;
Crossroads Truck Equipment;www.crossroadstruckequipment.com/;Effingham;United States;Automotive, Autonomous Vehicles, Transportation;Transportation;Crossroads Truck Equipment is a transportation company that provides truck repair, engine rebuilds, trailers, and heavy-duty parts.;Crossroads Truck Equipment is a transportation company that provides truck repair, engine rebuilds, trailers, and heavy-duty parts.;False;False;False;False;Active;AV;;
Crown Limousine;www.crownlimola.com;Los Angeles;United States;Automotive, Autonomous Vehicles, Service Industry;Other, Transportation;Crown Limousine specialized itself in offering Offering professional chauffeured ground transportation services.;Crown Limousine specialized itself in offering Offering professional chauffeured ground transportation services.;False;False;False;False;Active;AV;;
Crown Toyota of Lawrence;www.crowntoyotaoflawrence.com/;Kansas;United States;Automotive, Autonomous Vehicles, Recreational Vehicles;Transportation;Crown Toyota of Lawrence is an automobile firm that offers the sale and purchase of new and used cars, servicing, and part replacement.;Crown Toyota of Lawrence is an automobile firm that offers the sale and purchase of new and used cars, servicing, and part replacement.;False;False;False;False;Active;AV;;
Cruzber;www.cruzber.com/es/;Rute;Spain;Automotive, Autonomous Vehicles, Logistics, Manufacturing, Public Transportation, Transportation;Manufacturing, Transportation;Cruzber is a transportation equipment manufacturing firm of roof racks and bars for passenger cars, off-road vehicles, and commercial vans.;Cruzber is a transportation equipment manufacturing firm of roof racks and bars for passenger cars, off-road vehicles, and commercial vans.;False;False;False;False;Active;AV;;
crypto4a;crypto4a.com;Ottawa;Canada;Commercial;Information Technology, Internet Services, Other, Privacy and Security;Crypto4A is a Canadian firm specializing in next generation cyber security.;Crypto4A is a Canadian firm specializing in next generation cyber security. Their purpose is to significantly improve cyber security assurance for Cloud, IoT, Blockchain, V2X, government and military application deployment in today’s on premise and SaaS-based environments. Their products are designed for trusted remote management with strong authentication using quantum-resistant mechanisms. They develop, design, and manufacture using a select group of partners and suppliers based in Canada.;False;False;False;False;;CB;;
CSQ Research;csq1.org;Burlington;Canada;Artificial Intelligence (AI), Autonomous Vehicles, Construction, Drones, Government, Industrial Automation, Mining Technology, Pharmaceutical, Robotics;Artificial Intelligence (AI), Consumer Electronics, Consumer Goods, Data and Analytics, Government and Military, Hardware, Health Care, Manufacturing, Natural Resources, Real Estate, Science and Engineering, Software, Transportation;CSQ Research is a Robotics and Government Policy Think-tank researching Automation and Sustainable Societies;CSQ Research is a Robotics and Government Policy Think-tank researching Automation and Sustainable Societies;False;False;False;False;Active;AV;;
CTI One Corporation;www.ctione.com;Santa Clara;United States;Embedded Software;Information Technology, Other, Software;CTI One Corporation is a system integrator that specializes in embedded AI, computer vision, and intelligent control.;CTI One Corporation is a system integrator that specializes in computer vision-guided robotics and intelligent control based on embedded systems for CNC automation applications. Their experience and expertise include embedded mobile vision GPU systems, intelligent control and machine learning, CNC machines with visual feedback, the Internet of Things, environmental water monitoring and water treatment plant automation and remote management, and an indoor lidar-vision 3D measurement system.;False;False;False;False;;CB;;
CTTECH;cttech.com/;Detroit;United States;Automotive, Autonomous Vehicles, Fleet Management, Transportation;Transportation;CTTECH is a transportation company that provides vehicle inspection, certification, repairs, parts, and fleet services.;CTTECH is a transportation company that provides vehicle inspection, certification, repairs, parts, and fleet services.;False;False;False;False;Active;AV;;
Cubic Telecom;www.cubictelecom.com/;Dublin;Ireland;AgTech, Analytics, Automotive, Autonomous Vehicles, Mobile, Software, Telecommunications, Transportation, Wireless;Agriculture and Farming, Data and Analytics, Hardware, Mobile, Software, Transportation;Cubic Telecom’s connected software and analytics solutions drive competitive advantage for global vehicle manufacturers.;Cubic Telecom delivers innovative IoT connected software solutions to Automotive, Agriculture, and Transport manufacturers. Its ecosystem of revenue-generating services combines real-time analytics with global connectivity in 190 countries, always aligned to regional regulatory requirements.   Its global connected software platform PACE is used by leading companies around the world including Audi, Microsoft, Kymeta, Panasonic Automotive, Volkswagen, CNH Industrial, Skoda, e.GO Mobile and Arrival.   Headed by CEO Barry Napier, the company is privately held with over €110 million in funding by Audi Electronics Venture GmbH, Qualcomm, Valid, the European Investment Bank, Enterprise Ireland, and the Ireland Strategic Investment Fund, among others.;False;False;False;False;Active;AV;;
Cubiq Recruitment;www.cubiqrecruitment.com/;Manchester;United Kingdom;Aerospace, Autonomous Vehicles, Consulting, Electric Vehicle, Emerging Markets, Information Technology, Medical;Health Care, Information Technology, Other, Professional Services, Science and Engineering, Transportation;Cubiq Recruitment is a technical consultancy who specialise in Engineering Recruitment for Large Corporations as well as leading start-ups.;Cubiq Recruitment is a technical consultancy who specialise in Engineering Recruitment for Large Corporations as well as leading start-ups.;False;False;False;False;Active;AV;;
Curb;www.gocurb.com;Long Island City;United States;Android, Computer, iOS, Mobile, Ride Sharing, Software, Transportation, Travel;Consumer Electronics, Hardware, Mobile, Platforms, Software, Transportation, Travel and Tourism;Curb brings technology to the taxi experience to connect you to safe, reliable rides from professional drivers in cities nationwide.;Curb is an online and mobile software application that has revolutionized the taxi industry and seeks to change the way people get around. Curb connects you to safe, reliable rides from the professional taxi and for-hire drivers nationwide. By bringing technology to the taxi and sedan experience, Curb is offering riders choice, reliability, and convenience whenever they ride. Curb’s story is told in three parts. Curb began in 2007 as RideCharge, an online service for business travelers to manage the booking and expensing of taxi rides and other local ground transportation. It soon developed a broader consumer focus, hastened by the adoption of smartphone technology. In our second iteration, Curb was Taxi Magic, the first mobile app for ordering a ride, on-demand. After Apple introduced the App Store as a distribution platform for consumer apps, we built Taxi Magic upon our existing technology and released it in January 2009. Over the next five years, we built a nationwide network of riders, drivers, and taxi companies. In that time, our technology-powered millions of rides and highlighted the challenges facing everyday travelers. In August 2014, Taxi Magic became a Curb to deliver an improved ride experience and consumer choice to ground travelers everywhere. All rides begin and end at the curb, and our technology improves the entire experience from curb to curb by eradicating underlying pain points and making ground travel seamless and hassle-free. Now, Curb is consistently ranked in the Top 50 for “Travel & Tourism” in the App Store and the Android Marketplace. In addition, we have built the Curb Passenger Information Monitor (PIM) that supports credit card payment and entertaining video content. The Curb Network consists of 35,000 taxis with 90 fleets in 60 US cities. By aligning riders, drivers, and fleets, Curb offers a better overall ride experience. The company was founded in 2007 and headquartered in Long Island City, New York.;False;False;False;False;Active;Neckermann;;
Current Motors;www.currentmotors.ca/;Toronto;Canada;Automotive, Autonomous Vehicles, Electric Vehicle;Transportation;Electric car company.;Electric car company.;False;False;False;False;Active;AV;;
Curt's Rod & Custom;www.curtsrodandcustom.com;Lake Park;United States;Automotive, Autonomous Vehicles, Car Sharing;Transportation;Curt's Rod & Custom is an automotive company located in Lake Park.;Curt's Rod & Custom is an automotive company located in Lake Park.;False;False;False;False;Active;AV;;
Custom Mobile Food Equipment;foodcart.com;Hammonton;United States;Automotive, Autonomous Vehicles, Food Trucks, Manufacturing;Food and Beverage, Manufacturing, Transportation;Custom Mobile Food Equipment is an industrial firm that offers automotive shops food, design engineering, welding, and painting.;Custom Mobile Food Equipment is an industrial firm that offers automotive shops food, design engineering, welding, and painting.;False;False;False;False;Active;AV;;
CVO Holdings;www.cvo.com;Phoenix;United States;Information Technology;Information Technology, Transportation;CVO is at the forefront of driving change in transportation industries.;CVO is a company that specializes in systems integration, bringing together complex technologies and infrastructure to enable innovative V2x, connected vehicles, and payment. It accomplishes its goals through the development, implementation, and operation of advanced IT solutions for the transportation sector, and support by our nation-wide network of site operations and technicians.;False;False;False;False;;CB;;
CyberCar;www.cybercar.io;Denver;United States;Autonomous Vehicles, Embedded Software, Software, Transportation;Software, Transportation;Cybercar is a blockchain-optimized connected vehicle platform;Cybercar is a blockchain-optimized connected vehicle platform. It offers a software framework with blockchain that is implemented in the vehicle gateway. CyberCar facilitates an immutable ledger and and also enables multi-party transactions.;False;False;False;False;Closed;AV;;
CyberRäuber;wp11159761.server-he.de/vtheater/en;Berlin;Germany;Virtual Reality;Hardware, Software;The theatre of virtual reality.;Creating content for VR, AR, XR Merging theatre and virtual reality Solutions for transferring largescale pointclouds (LIDAR) to VR;False;False;False;False;;CB;;
Cycleplicity;cycleplicity.com;Morton Grove;United States;Autonomous Vehicles, E-Commerce, Social Media;Commerce and Shopping, Internet Services, Media and Entertainment, Transportation;Cycleplicity is an e-commerce company.;Cycleplicity is an e-commerce company.;False;False;False;False;Active;AV;;
Cyra Technologies, Inc.;www.cyra.com;Genève;Switzerland;Consumer Electronics;Consumer Electronics, Hardware, Manufacturing;Cyra pioneered terrestrial lidar and was the world's leading vendor of 3D laser scanning prior to its acquisition by Leica Geosystems.;Cyra pioneered terrestrial lidar and was the world's leading vendor of 3D laser scanning prior to its acquisition by Leica Geosystems.;False;False;False;False;;CB;;
D & R Maintenance Solutions inc;www.drmaintenancesolutions.com/;Gatineau;Canada;Autonomous Vehicles, Commercial, Rental, Service Industry;Commerce and Shopping, Other, Transportation;D & R Maintenance Solutions inc is a snow removal, landscaping and building maintenance company for large shopping areas.;D & R Maintenance Solutions inc is a snow removal, landscaping and building maintenance company for large shopping areas.;False;False;False;False;Active;AV;;
Dahmer Powertrain;www.dahmerpower.com/;Valencia;United States;Automotive, Autonomous Vehicles, Manufacturing, Wholesale;Commerce and Shopping, Manufacturing, Transportation;Dahmer Powertrain is a high quality purchasing standards and testing methods,ensure that you get a product that you can count on.;Dahmer Powertrain is a high quality purchasing standards and testing methods,ensure that you get a product that you can count on.;False;False;False;False;Active;AV;;
Dale's Super Store;dalessuperstore.com;Sarasota;United States;Automotive, Autonomous Vehicles, Sales;Sales and Marketing, Transportation;Dale's Super Store is an automotive-based vehicle customization shop · vehicle parts & vehicle repair shop.;Dale's Super Store is an automotive-based vehicle customization shop · vehicle parts & vehicle repair shop.;False;False;False;False;Active;AV;;
Dallas Aerial Surveys;www.dasmaps.com/;San Antonio;United States;Aerospace;Data and Analytics, Navigation and Mapping, Science and Engineering;Dallas Aerial Surveys delivers aerial mapping, aerial LiDAR, and orthophotography to the planning, design, and engineering communities.;Dallas Aerial Surveys delivers aerial mapping, aerial LiDAR, and orthophotography to the planning, design, and engineering communities.;False;False;False;False;;CB;;
Danlaw;www.danlawinc.com/;Novi;United States;Automotive;Consumer Electronics, Hardware, Science and Engineering, Software, Transportation;Danlaw is a provider of telematics, automotive electronics and embedded engineering services.;Danlaw's 500+ engineering professionals have been providing connected vehicle telematics and automotive embedded electronics solutions to OEM's and their Tier-1 supply base for over 30 years. Danlaw has facilities in the USA, Europe, India and China. Danlaw's specialty areas include embedded systems development and testing for Embedded Control Units (ECUs), vehicle network communications, infotainment, and telematics. Their customers include Automotive OEMs, automotive electronics suppliers, fleet and automotive insurance companies worldwide.;False;False;False;False;;Orsay;;
Dashboard symbols;dashboardsymbols.com;Bridgeport;United States;Autonomous Vehicles, Customer Service, Software, Web Development;Other, Professional Services, Software, Transportation;Dashboard symbols have experience in the automotive industry going back a good 45 years.;Dashboard symbols have experience in the automotive industry going back a good 45 years.;False;False;False;False;Active;AV;;
Dassault Systemes;www.3ds.com;Vélizy-villacoublay;France;3D Technology;Artificial Intelligence (AI), Data and Analytics, Design, Hardware, Information Technology, Manufacturing, Science and Engineering, Software;Dassault Systemes provides project lifecycle management solutions that enable businesses to create and share experiences in 3D.;Dassault Systemes provides project lifecycle management solutions that enable businesses to create and share experiences in 3D. The company's solutions including SolidWorks, CATIA, SIMULIA, DELMIA, ENOVIA, 3DVIA, and Exalead empower users to create, share, and experience in 3D.;False;False;False;False;;Orsay;;
DataBase Services;dbsautobase.com/index.html;Centralia;United States;Automotive, Autonomous Vehicles, Marketing Automation, Software;Sales and Marketing, Software, Transportation;DataBase Services develop and provide services for Auto base retail software.;DataBase Services develop and provide services for Auto base retail software.;False;False;False;False;Active;AV;;
Dataspeed;www.dataspeedinc.com/;Rochester Hills;United States;Automotive, Autonomous Vehicles, Software, Transportation;Software, Transportation;Dataspeed offers highly engineered hardware and software tools to researchers and developers working on mobility and robotics solutions;Dataspeed offers highly engineered hardware and software tools to researchers and developers working on mobility and robotics solutions. Dataspeed's ADAS Kit (Advanced Driver Assistance Systems) provides a unique and compatible research and development platform. Our technology enables developers with ultimate control over the throttle, brake, steer, and shift by-wire controller modules. Their CAN based interface allows algorithm testing and sensor evaluation.;False;False;False;False;Active;AV;;
DataVision Software;datavision.software/;Praha;Czech Republic;Artificial Intelligence (AI), Autonomous Vehicles, Computer Vision, Industrial Automation, Information Technology, Machine Learning, Software;Artificial Intelligence (AI), Data and Analytics, Hardware, Information Technology, Manufacturing, Science and Engineering, Software, Transportation;AI/ML, Deep Learning, Mobile Robotics, Complex Vision Systems, SaaS;We empower innovative industries through machine learning and AI-based solutions and powerful data analytics. Our core expertise is machine vision, machine learning, and big data.;False;False;False;False;Active;AV;;
Datona.nl;www.datona.nl/;Haulerwijk;The Netherlands;Automotive, Autonomous Vehicles, E-Commerce, Professional Services;Commerce and Shopping, Other, Transportation;Datona.nl offers a wide range of products for workshop and garage.;Datona.nl offers a wide range of products for workshop and garage.;False;False;False;False;Active;AV;;
Dav Executive Auto Group;davauto.com/;Glendale;United States;Automotive, Autonomous Vehicles, Leasing, Retail, Sales;Commerce and Shopping, Financial Services, Sales and Marketing, Transportation;Dav Executive Auto Group is an automotive company that specializes in leasing and purchasing cars, SUVs, trucks, vans, and motorcycles.;Dav Executive Auto Group is an automotive company that specializes in leasing and purchasing cars, SUVs, trucks, vans, and motorcycles.;False;False;False;False;Active;AV;;
Dave Warren Chrysler Dodge Jeep Ram;www.davewarrenchryslerdodgejeepram.com/;Jamestown;United States;Automotive, Autonomous Vehicles, Sales Automation;Information Technology, Sales and Marketing, Software, Transportation;Dave Warren Chrysler Dodge Jeep Ram is automotive company.;Dave Warren Chrysler Dodge Jeep Ram is automotive company.;False;False;False;False;Active;AV;;
DC Motors;www.dcmotorcars.com/;Anaheim;United States;Autonomous Vehicles, Electric Vehicle, Recreational Vehicles;Transportation;DC Motors is a leading retailer of luxury and exotic vehicles company for unique and varied inventory of vehicles;DC Motors is a leading retailer of luxury and exotic vehicles company for unique and varied inventory of vehicles;False;False;False;False;Active;AV;;
DC Power Engineering;dcpowerinc.com;Riverside;United States;Autonomous Vehicles, Machinery Manufacturing, Manufacturing, Retail;Commerce and Shopping, Manufacturing, Transportation;DC Power Engineering is a manufacturer, supplier, and retailer of vehicle alternator.;DC Power Engineering is a retailer of superior quality high-output alternators. As a manufacturer with in-house design and engineering, they frequently develop their own housings, windings, voltage regulators, brackets, etc. Providing solutions for these unique applications requires extensive innovation and this trickles down into every alternator that they build.;False;False;False;False;Active;AV;;
De Stefani;www.destefani.net;Ravenna;Italy;Automotive, Autonomous Vehicles, Direct Sales, Marketplace, Professional Services;Commerce and Shopping, Other, Sales and Marketing, Transportation;De Stefani is a marketplace that buys and sells a wide collection of multi-branded cars along with after sales services.;De Stefani is a marketplace that buys and sells a wide collection of multi-branded cars along with after sales services.;False;False;False;False;Active;AV;;
Dean Honda;www.deanhonda.com/;Pittsburgh;United States;Automotive, Autonomous Vehicles, Consulting, Manufacturing, Mechanical Engineering;Manufacturing, Professional Services, Science and Engineering, Transportation;Dean Honda is a motor vehicle manufacturing firm that focuses on new and used vehicle sales, as well as vehicle maintenance and repair.;Dean Honda is a motor vehicle manufacturing firm that focuses on new and used vehicle sales, as well as vehicle maintenance and repair.;False;False;False;False;Active;AV;;
Débosselage du Nord inc;www.debosselagedunord.ca/;Val-d'or;Canada;Autonomous Vehicles, Mechanical Engineering, Sales;Sales and Marketing, Science and Engineering, Transportation;Débosselage du Nord inc is a company that deals with sales and servicing of Argo trailers and ATVs.;For an Argo transport trailer or ATV, we are the specialists! We know our products completely, because we are major users of them. For pleasure or for work, our experienced team will advise you according to your needs to ensure your complete satisfaction. Our company has evolved since opening in 1982 to become today the largest seller of ATV's Argo in Eastern Canada and we are proud of our inventory featuring a choice of over 175 trailers. At Débosselage du Nord you will find what you need, satisfaction and fast delivery guaranteed!;False;False;False;False;Active;AV;;
Deep Vision;—;Palo Alto;United States;Artificial Intelligence (AI), Autonomous Vehicles, Big Data, Computer Vision, Machine Learning, Robotics;Artificial Intelligence (AI), Data and Analytics, Hardware, Science and Engineering, Software, Transportation;Embedded deep learning computer vision solution for drones, robots, and IOT cameras;Our unique vision-specific processor is faster and more power efficient than GPU and DSP processing for modern computer vision problems. Coupled with a full stack of low power and real time deep learning computer vision software, our system gives small devices like drones, robots, and IOT cameras the ability to have embedded computer vision.;False;False;False;False;Closed;AV;;
Deeplight;deeplight.pro;Lausanne;Switzerland;Nanotechnology;Science and Engineering;Deeplight manufactures lasers with ultra-narrow linewidths, MHz-rate tuning, and high linearity.;Deeplight manufactures lasers with ultra-narrow linewidths, MHz-rate tuning, and high linearity. range from LiDAR integrators to fibre sensor manufacturers.;False;False;False;False;;CB;;
Defensive Driving Academy;www.defensivedrivingnova.com/;Manassas;United States;Autonomous Vehicles, Education, Personal Development, Small and Medium Businesses, Training;Education, Other, Transportation;Defensive Driving Academy offers diverse and comprehensive knowledge of safe and cautious driving and provides courses for all age groups.;Defensive Driving Academy offers diverse and comprehensive knowledge of safe and cautious driving and provides courses for all age groups.;False;False;False;False;Active;AV;;
Dena Motors;www.denamotors.com;Conyers;United States;Automotive, Autonomous Vehicles, Customer Service;Other, Professional Services, Transportation;Dena Motors is an automotive company that provides a vast selection of quality used vehicles, exceptional car care, and customer service.;Dena Motors offers car shopping and exceptional customer service. Their service center is there to help ensure to enjoy many great years of driving with the vehicle purchase. If anyone wants to contact them please contact them via phone call.;False;False;False;False;Active;AV;;
Denso;www.denso.com;Southfield;United States;Automotive;Transportation;Denso is a supplier of advanced automotive technology.;DENSO is a supplier of advanced automotive technology, systems and components for major automakers. They are committed to making the world a better place through their world-first products and technologies.;False;False;False;False;;Orsay;;
Dent Squad;www.dentsquad.com/;Wisconsin Dells;United States;Automotive, Autonomous Vehicles, Recreational Vehicles;Transportation;Dent Squad is an automotive firm that offers dent repair services for large and small dents and hailstorms and bumper damage solutions.;Dent Squad is an automotive firm that offers dent repair services for large and small dents and hailstorms and bumper damage solutions.;False;False;False;False;Active;AV;;
Derq;en.derq.com;Ann Arbor;United States;Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Enterprise Software, Internet of Things, Machine Learning, Predictive Analytics, Public Safety, Smart Cities;Artificial Intelligence (AI), Data and Analytics, Government and Military, Internet Services, Real Estate, Science and Engineering, Software, Transportation;Derq is an MIT spinoff that uses AI to power an award-winning predictive platform, help eliminate crashes and create safer and smarter roads;Derq uses AI to power a real-time predictive analytics platform, helping eliminate crashes, save lives, and create safer and smarter roadways. We create a unified view of all road users and predict their movement 24/7, leveraging inputs from existing infrastructure and existing or easily deployable cameras and other sensors. Our analytics platform feeds a live dashboard available to road owners and operators and sends alerts to connected vehicles and infrastructure through our patented V2X technology.;False;False;False;False;Active;AV;;
Desa Autoglass;www.desa-autoglass.ch/;Muri Bei Bern;Switzerland;Automotive, Autonomous Vehicles, Electric Vehicle;Transportation;Desa Autoglass is an auto glass specialist company that offers repair, replacement, coating, polishing, and all other related services.;Desa Autoglass is an auto glass specialist company that offers repair, replacement, coating, polishing, and all other related services.;False;False;False;False;Active;AV;;
Design-Science;design-science.co;Austin;United States;Autonomous Vehicles, Enterprise Applications, Enterprise Software, Logistics, Manufacturing, Robotics, Serious Games, Simulation, Supply Chain Management, Video Games;Apps, Gaming, Hardware, Manufacturing, Science and Engineering, Software, Transportation;new industrial systems-design to improve how the world works;new industrial systems-design to improve how the world works;False;False;False;False;Active;AV;;
Deskins Motors;www.deskinsmotorscampbellsville.com/;Campbellsville;United States;Automotive, Autonomous Vehicles, Financial Services, Sales;Financial Services, Sales and Marketing, Transportation;Deskins Motors is an automotive company that offers pre-owned used vehicle sales, spare parts, repair, and financing services.;Deskins Motors is an automotive company that offers pre-owned used vehicle sales, spare parts, repair, and financing services.;False;False;False;False;Active;AV;;
